Model,Method,Pattern,Instance,Correct,Answer
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_19_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_1_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_20_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_2_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_3_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_4_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_5_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_6_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_7_0,0,explanation: let me work through this step by step
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_8_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CMP,claude_sonnet_4_5_20250929_CMP_9_0,0,explanation: let me work through this step by step
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_10_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_11_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_12_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_13_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_14_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_15_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_16_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_17_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_18_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_19_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_1_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_20_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_2_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_3_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_4_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_5_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_6_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_7_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_8_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,CT,claude_sonnet_4_5_20250929_CT_9_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_10_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_11_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_12_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_13_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_14_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_15_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_16_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_17_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_18_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_19_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_1_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_20_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_2_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_3_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_4_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_5_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_6_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_7_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_8_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmi,claude_sonnet_4_5_20250929_DSmi_9_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_10_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_11_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_12_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_13_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_14_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_15_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_16_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_17_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_18_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_19_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_1_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_20_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_2_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_3_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_4_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_5_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_6_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_7_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_8_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,DSmu,claude_sonnet_4_5_20250929_DSmu_9_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_10_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_11_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_12_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_13_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_14_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_15_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_16_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_17_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_18_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_19_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_1_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_20_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_2_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_3_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_4_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_5_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_6_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_7_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_8_0,1,no
claude_sonnet_4_5_20250929,chain-of-thought,MTmi,claude_sonnet_4_5_20250929_MTmi_9_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_10_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_11_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_12_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_13_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_14_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_15_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_16_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_17_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_18_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_19_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_1_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_20_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_2_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_3_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_4_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_5_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_6_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_7_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_8_0,0,yes
claude_sonnet_4_5_20250929,chain-of-thought,MTmu,claude_sonnet_4_5_20250929_MTmu_9_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_10_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_11_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_12_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_13_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_14_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_15_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_16_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_17_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_18_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_19_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_1_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_20_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_2_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_3_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_4_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_5_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_6_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_7_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_8_0,1,no
claude_sonnet_4_5_20250929,LogiCue,ASd,claude_sonnet_4_5_20250929_ASd_9_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_10_0,0,"looking at this problem:

given:
- p(spring) > p(s"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_11_0,0,"looking at this problem:

given:
- p(ford) > p(toy"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_12_0,0,"looking at this problem:

given:
- p(thrillers #1)"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_13_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_14_0,0,"looking at this problem:

given:
- p(minimum wage)"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_15_0,0,"looking at this problem, i need to evaluate whethe"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_16_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_17_0,0,"i need to analyze this step-by-step.

given:
- p(f"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_18_0,0,"looking at this problem:

given:
- p(pizza) > p(bu"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_19_0,0,"looking at this problem, i need to identify what w"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_1_0,0,"i need to analyze this step by step.

given:
- p(l"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_20_0,0,"looking at this problem, i need to evaluate whethe"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_2_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_3_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_4_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_5_0,0,"looking at this problem, i need to evaluate whethe"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_6_0,0,"i need to analyze this step-by-step.

given inform"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_7_0,0,"looking at this problem:

given:
- p(tidal) > p(so"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_8_0,0,"looking at this problem:

given:
- p(india) is lik"
claude_sonnet_4_5_20250929,LogiCue,CMP,claude_sonnet_4_5_20250929_CMP_9_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_10_0,0,"looking at this inference:

premise: ""if the dog w"
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_11_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_12_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_13_0,0,"looking at this inference:

premise: ""if the car w"
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_14_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_15_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_16_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_17_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_18_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_19_0,0,"looking at this inference:
- original: ""if tom wat"
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_1_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_20_0,0,"looking at this inference:
- original: ""if the app"
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_2_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_3_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_4_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_5_0,1,no
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_6_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_7_0,0,i need to evaluate whether the contrapositive infe
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_8_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,CT,claude_sonnet_4_5_20250929_CT_9_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_10_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_11_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_12_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_13_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_14_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_15_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_16_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_17_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_18_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_19_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_1_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_20_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_2_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_3_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_4_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_5_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_6_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_7_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_8_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmi,claude_sonnet_4_5_20250929_DSmi_9_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_10_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_11_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_12_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_13_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_14_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_15_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_16_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_17_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_18_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_19_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_1_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_20_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_2_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_3_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_4_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_5_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_6_0,1,no
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_7_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_8_0,0,yes
claude_sonnet_4_5_20250929,LogiCue,DSmu,claude_sonnet_4_5_20250929_DSmu_9_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_10_0,0,"looking at this step by step:

given:
1. ""if the d"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_11_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_12_0,0,"looking at this step by step:

given:
1. ""if joe w"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_13_0,0,"looking at this step by step:

**given:**
- ""if th"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_14_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_15_0,0,"looking at this step by step:

given:
1. ""if sam t"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_16_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_17_0,0,"looking at this step by step:

given:
1. ""if ben a"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_18_0,0,"looking at this step by step:

given:
1. ""if the d"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_19_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_1_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_20_0,0,"looking at this step by step:

**given:**
1. ""if t"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_2_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_3_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_4_0,0,"looking at this step by step:

given:
1. ""if the a"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_5_0,0,"looking at this step by step:

given:
1. ""if jeff "
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_6_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_7_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_8_0,0,"looking at this step by step:

given:
- ""if the va"
claude_sonnet_4_5_20250929,LogiCue,MTmi,claude_sonnet_4_5_20250929_MTmi_9_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmu,claude_sonnet_4_5_20250929_MTmu_10_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmu,claude_sonnet_4_5_20250929_MTmu_11_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmu,claude_sonnet_4_5_20250929_MTmu_12_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmu,claude_sonnet_4_5_20250929_MTmu_13_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmu,claude_sonnet_4_5_20250929_MTmu_14_0,1,no
claude_sonnet_4_5_20250929,LogiCue,MTmu,claude_sonnet_4_5_20250929_MTmu_15_0,1,no
